Index,SMILES,ER Binding True,CERAPP ER Binding Consensus,HC ER Binding RF,ER Agonist True,CERAPP ER Agonist Consensus,HC ER Agnoist RF,ER Antagonist True,CERAPP ER Antagonist Consensus,HC ER Antagonist RF
851,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0,1,,0,0,,0,0,
852,COC(=O)C1=CC=C(OC)C=C1,0,0,1,0,0,0,0,0,0
853,OC1=CC=C2C(OC=C(C2=O)C2=CC(O)=C(O)C=C2)=C1,1,1,1,1,1,1,,,
854,OC(CCl)CS(O)(=O)=O,0,0,0,0,0,0,0,0,0
855,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,,,,0,0,0,1,0,1
856,CCOC(=O)C1=CC2(CCCN3CCc4c(C23)[n]1c1ccccc41)CC,0,0,0,0,0,0,0,0,1
857,CN1CC(=O)NC1=N,0,0,0,0,0,0,0,0,0
858,C1CCCCCCCCCCC1,0,1,0,0,1,0,0,1,0
859,COC1=CC(=O)CC(C)C21Oc1c(Cl)c(cc(OC)c1C2=O)OC,,,,0,0,1,,,
860,CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1c(F)c(F)cc(F)c1F,0,0,,0,0,1,0,0,1
861,CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
862,CC(=O)OCC(=O)C1(O)C(=C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,1,0,1,1,0,1,0
863,OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,,,,1,0,0,0,0,0
864,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0,0,,0,0,,0,0,
865,CCO[Si](CC)(OCC)OCC,0,0,0,0,0,0,0,0,0
866,CN(C)CCS,0,0,0,0,0,0,0,0,0
867,CCOS(=O)(=O)OCC,,,,,,,0,0,0
868,CN1CC(CC2C1Cc1c[nH]c3cccc2c13)C(=O)NC1(OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C(C)C,,,,0,0,,,,
869,CC1=C(CN2C=CN=C2)C2=C(C=CC=C2)N1CCC(O)=O,0,0,0,0,0,0,0,0,0
870,C1CCC(CC1)NSC1=NC2=C(S1)C=CC=C2,1,0,1,,,,0,0,0
871,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,1,0,0,0,0,0,1
872,OCS(O)(=O)=O,0,0,0,0,0,0,0,0,0
873,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,1,0,,,,,0,0,
874,CC1(OC(=CC1=O)C(O)=O)C1=CC=CC=C1,0,0,0,0,0,1,0,0,0
875,FCOC(C(F)(F)F)C(F)(F)F,0,0,0,0,0,0,0,0,0
876,NC(=O)C1=CC=CN=C1,0,0,0,0,0,0,0,0,0
877,CC(C)NC1=NC(Cl)=NC(N)=N1,0,0,0,0,0,0,0,0,0
878,COCC(=O)NC1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)N(C)CC(O)CO)=C1I,0,0,,0,0,,0,0,
879,CC1=CC=CC(C(O)=O)=C1[N+]([O-])=O,0,0,0,0,0,0,0,0,0
880,C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,1,0,1,0,0,1,1,0,0
881,CC(CCOC(C)=O)CC(C)(C)C,0,0,0,0,0,0,0,0,0
882,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
883,CCCCC1=CN=C(C=C1)C(O)=O,0,0,0,0,0,0,0,0,0
884,COC1=CC2=C(C=C1)C(C(=O)C1=CC=C(Cl)C=C1)=C(C)N2CC(O)=O,0,0,0,0,0,0,0,0,0
885,Cc1c(c(O)cc2c1C(=O)c1c(C2=O)c(O)c(O)c(C2OC(CO)C(O)C(O)C2O)c1O)C(O)=O,0,0,,0,0,,0,0,
886,CC1=CC=C(N)C(N)=C1,1,0,0,,,,,,
887,FC(F)(F)C1=CC=CC=C1Cl,0,0,0,0,0,0,0,0,0
888,OCC(CO)OP(O)(O)=O,0,0,0,0,0,0,0,0,0
889,CCOC(C)OCC,0,0,0,0,0,0,0,0,0
890,COc1cc(C=C2CCCC(=Cc3cc(OC)c(O)cc3)C2=O)ccc1O,,,,0,,1,,,
891,NCC(O)=O,0,0,0,0,0,0,0,0,0
892,CN1SC(Cl)=CC1=O,0,0,0,0,0,0,0,0,0
893,NC1=NC2=C(CCN(CC=C)CC2)S1,0,0,0,0,0,0,0,0,0
894,BrCC(Br)(CCC#N)C#N,0,0,0,0,0,0,0,0,0
895,CC12C3CCC(O3)C1(C)C(=O)OC2=O,,,,0,0,0,1,0,0
896,Nc1ccc2cc(cc(O)c2c1N=Nc1ccccc1C(F)(F)F)S(O)(=O)=O,0,,0,0,,1,0,,0
897,ClCN1N=NC2=C(C=CC=C2)C1=O,0,0,0,0,0,0,0,0,0
898,CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
899,CNNC,0,0,0,0,0,0,0,0,0
900,CCCCN(CCCCO)N=O,0,0,0,0,0,0,0,0,0
901,CC12CCC3C(CCC4=CC(O)=C(O)C=C34)C1CCC2O,1,1,1,1,1,1,,,
902,CCCCCCCCCC,0,0,0,0,0,0,0,0,0
903,CCC(C)C1=CC=CC=C1OC(=O)NC,,,,1,0,1,,,
904,NCCC1=CC(O)=C(O)C=C1O,0,1,0,0,1,0,0,1,0
905,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0,0,0,0,0,0,0,0,1
906,COC(C(O)=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
907,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
908,CCCCOC(=O)CC#N,0,0,0,0,0,0,0,0,0
909,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,,,,0,0,0,,,
910,CCCOCCOCCO,0,0,0,0,0,0,0,0,0
911,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,1,0,0,0,0,1,,,
912,COC1=CC=C(C=C1)C1=NOC(CC(O)=O)=C1C1=CC=C(OC)C=C1,0,0,0,0,0,1,0,0,0
913,CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(OC(=O)CC)C(=O)COC(=O)CC,0,0,1,0,0,1,0,0,0
914,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,0,,0,0,0,0,0,
915,COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(=C1)C(=O)NC1CCN(C)CC1,,,,0,0,,1,0,
916,CC1=CC=CC(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,0,0,0,0,0,0,0,0,0
917,CC1=[N+]([O-])C=C(N=C1)C(O)=O,0,0,0,0,0,0,0,0,0
918,OC(=O)CN(CC(O)=O)C1=C(C#N)C(CC(O)=O)=C(S1)C(O)=O,,,,,,,0,0,
919,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2,1,1,1,1,1,1,0,1,1
920,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,0,0,,0,0,,0,0,
921,CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,0,0,1,0,0,1,0,0,0
922,FC1=CC=C(C=C1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1,,,,0,0,0,1,0,1
923,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C2=CC=CC=C2C1=O,0,1,,0,0,1,0,0,
924,OC(=O)CCS,0,0,0,0,0,0,0,0,0
925,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,0,0,0,0,0,0,0,0,0
926,COC1=CC(=O)OC(C=CC2=CC=CC=C2)=C1,,,,,,,0,0,0
927,CC(C)C1CCC(O)CC1,0,0,0,0,0,0,0,0,0
928,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
929,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,0,0,0,0,0,0,0,0,1
930,CCOC(=O)CCC(=O)OCC,0,0,0,0,0,0,0,0,0
931,NC12CC3CC(CC(C3)C1)C2,0,0,0,0,0,0,0,0,0
932,CON=C(c1c[s]c(N)[n]1)C(=O)NC1C2SCC(C[n+]3cccc4CCCc34)=C(C(O)=O)N2C1=O,0,,,0,,,0,,
933,CCCCOC(C)=O,0,0,0,0,0,0,0,0,0
934,CC1=CC=C(C=C1)S(=O)(=O)NC1CCCCC1,0,0,0,0,0,0,0,0,0
935,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0,1,0,0,1,1,0,1,0
936,OCC#CCO,0,0,0,0,0,0,0,0,0
937,ClCCNC(=O)N(CCCl)N=O,0,0,0,0,0,0,0,0,0
938,CCC(C)(O)CCCC(C)C,,,,,,,0,0,0
939,CCN(CC)C1=CC=C(N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)C(=C1)S(=O)(=O)NCC[N+]1=CC=CC=C1,0,0,,0,0,,0,0,
940,CCCCN1C(=O)C2=C(C=CC=C2)C1=O,0,0,0,0,0,0,0,0,0
941,CC(N)C(O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
942,CC(C)(C)C1CCCCC1O,0,0,0,0,0,0,0,0,0
943,CC1=CC(=C(N)C=C1)[N+]([O-])=O,,,,,,,0,0,0
944,SCC(=O)NC1=CC=CC=C1,,,,,,,0,0,0
945,OC(CCl)COCC=C,0,0,0,0,0,0,0,0,0
946,CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCC,0,0,0,0,0,0,0,0,
947,CC12CCC3C(CCC4CC(=O)C(CC43C)C=O)C1CCC2(C)O,1,1,1,1,1,1,0,1,0
948,FC1=C(Cl)C=C(C=C1)C(Cl)=O,0,0,0,0,0,0,0,0,0
949,NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)C(F)(F)F,0,0,0,0,0,0,0,0,0
950,CC1=C(Cl)C=CC=C1Cl,0,0,0,0,0,0,0,0,0
951,NC1=C(Cl)C=CC(=C1)C(O)=O,0,0,0,0,0,0,0,0,0
952,ClC1=CC=CC(Cl)=C1C=O,0,0,0,0,0,0,0,0,0
953,CN(C)C(=O)C1CC(CN1)SC1C(C)C2C(C(C)O)C(=O)N2C=1C(O)=O,0,0,0,0,0,0,0,0,0
954,CN1CCc2cc(Cl)c(O)cc2C2C1CCc1ccccc12,0,1,1,0,1,0,0,1,1
955,CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)OCCl,,,,1,1,1,0,0,0
956,C1=CC=C(C=C1)N=NC1=CC=CC=C1,,,,,,,0,0,0
957,CC(=O)OCC1OC(O)C(OC(=O)c2ccccc2C(O)=O)C(O)C1OC1OC(COC(C)=O)C(O)C(OC(=O)c2ccccc2C(O)=O)C1O,0,0,,0,0,,0,0,
958,CN(C)CCCN(C)C,0,0,0,0,0,0,0,0,0
959,CC1=CC=C(NC(N)=O)C=C1,0,0,0,0,0,0,0,0,0
960,O=C1NSC2=C1C=CC=C2,0,0,0,0,0,0,0,0,0
961,O=C1N=NNC2=C1C=CC=C2,0,0,0,0,0,0,0,0,0
962,COC1C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC1OC(=O)CC,0,,,0,,,0,,
963,CN(C)CCC1=CNC2=C1C=CC=C2,0,0,0,0,0,0,0,0,0
964,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0,1,0,0,0,0,0,1,0
965,CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1,0,0,1,0,0,0,0,0,1
966,CC12CCC3C(CC=C4CC(CCC43C)OCCN(CC)CC)C1CCC2=O,0,1,1,0,1,0,0,1,1
967,COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1,0,0,0,0,0,0,0,0,1
968,CSC1=CN=C(C)C=N1,0,0,0,0,0,0,0,0,0
969,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,0,0,0,0,0,0,0,0,0
970,CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,0,1,1,0,0,1,0,1,1
971,CC(=NCC1=CC=CC=C1)C1=CC=CC=C1O,0,1,1,0,1,0,0,1,0
972,Cc1ccccc1N(CC)C(=O)C=CC,0,,0,0,,0,0,,0
973,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1,,,,,,,0,0,1
974,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,0,0,0,0,0,0,0,0,1
975,CN(C)C1CSSSC1,0,0,0,0,0,0,0,0,0
976,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1,,,,1,1,1,0,0,0
977,CC12CCC3C(CCc4cc(O)ccc43)C1CCC2=O,1,,1,1,,1,,,
978,CC(C)(CCl)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
979,CNC1C(O)C(OC2C(O)C(OC3OC(CNC)CCC3N)C(N)CC2N)OCC1(C)O,0,0,,0,0,0,0,0,
980,CCOP(=S)(OCC)SCCSCC,0,0,,0,0,,0,0,
981,CC(=C)C(=O)OCCC[Si](Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
982,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
983,CC1=CC=C(N)C=C1C,0,0,0,0,0,0,0,0,0
984,CN(CC=CC#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1,0,0,1,0,0,0,0,0,1
985,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0,0,0,0,0,0,0,0,0
986,NC1=C(O)C=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
987,CN1CCN(CCC(=O)N2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,0,0,0,0,0,0,0,0,1
988,CC(C)CN1C=NC2=C(N)N=C3C=CC=CC3=C12,0,0,1,0,0,1,0,0,1
989,CN(C)CCOC(=O)C=C,0,0,0,0,0,0,0,0,0
990,CC(C)=CCCC(C)(C=C)OC(=O)C=Cc1ccccc1,,,,,,,0,,1
991,[O-][N+](=O)C1=CC=C(F)C(Cl)=C1,0,0,0,0,0,0,0,0,0
992,NC1=CC=C(C(N)=C1)[N+]([O-])=O,,,,,,,0,0,0
993,NC1=CC=CC=C1[N+]([O-])=O,0,0,0,0,0,0,0,0,0
994,[O-][N+]1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,0
995,CC(CN)CC(C)(C)CCN,0,0,0,0,0,0,0,0,0
996,[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F,,,,,,,1,0,1
997,CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O,0,0,0,0,0,0,0,0,0
998,CCCCCCCCC=CCCCCCCCCCCCC(O)=O,0,0,0,0,0,0,0,0,1
999,ClC1=CC(Cl)=NC(Cl)=N1,0,0,0,0,0,0,0,0,0
1000,CN(CC#C)CC1=CC=CC=C1,,,,,,,0,0,0
1001,COC1=CC(OC)=CC=C1,0,0,0,0,0,0,0,0,0
1002,OC12CCC(=O)C3Oc4c5c(CC1N(CC1CC1)CCC253)ccc4O,0,1,0,0,1,0,0,1,1
1003,CC1=C2N3C=NN=C3SC2=CC=C1,0,0,0,0,0,0,0,0,0
1004,CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,,,,0,0,1,1,0,1
1005,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,0,0,1,0,0,0,0,0,1
1006,C=COCC1CCC(COC=C)CC1,0,0,0,0,0,0,0,0,0
1007,CCOP(=O)(OCC)OCC,0,0,0,0,0,0,0,0,0
1008,COc1ccc(CC(C)NCCOc2ccccc2OCC)cc1S(N)(=O)=O,0,0,0,0,0,0,0,0,0
1009,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,,,,0,0,0,0,0,0
1010,BrC1=NC2=C(S1)C=CC=C2,0,0,0,0,0,0,0,0,0
1011,CCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCCC,,,,0,0,1,0,0,1
1012,ClC(Cl)(Cl)C#N,0,0,0,0,0,0,0,0,0
1013,COC(=O)CCCCCCCC(=O)OC,0,0,0,0,0,0,0,0,0
1014,COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C,0,0,,0,0,,0,0,
1015,CC1=C(N)C=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
1016,CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,0,0,0,0,0,0,0,0
1017,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,0,0,0,0,0,0,0,0,0
1018,OC(=O)C(O)C(O)C(O)C(O)C(O)=O,0,,,0,,0,0,,
1019,CCC1=CC=C(CC)C=C1,,,,,,,0,0,0
1020,CC1(CO)CN(NC1=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1021,CCCCCCCCCCCCCCC1CO1,0,0,0,0,0,0,0,0,0
1022,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,0,0,0,0,0,1,0,0,0
1023,CC1(C)C2CCC1(C)C(O)C2,0,0,0,0,0,0,0,0,0
1024,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,0,0,0,0,0,0,0,0,1
1025,CCC=CCC=CCC=CCCCCCCCC(O)=O,0,0,0,0,0,0,0,0,1
1026,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,0,0,0,0,0,0,0,0,1
1027,COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C(C)=C1,0,0,0,0,0,0,0,0,0
1028,O=CCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1029,CC(C)(O)CCOC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,0,,1,0,,1,0,,
1030,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
1031,CCOP(=O)(SC(C)CC)N1CCSC1=O,0,0,0,0,0,0,0,0,0
1032,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1033,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C,0,1,1,0,1,1,0,1,0
1034,NNC(N)=O,0,0,0,0,0,0,0,0,
1035,CCOC(=O)CC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1036,CCCCOCCCC,0,0,0,0,0,0,0,0,0
1037,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,0,0,0,0,0,0,0,0,0
1038,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C,0,1,1,0,1,1,0,1,1
1039,CC1=C(C(Oc2cc(O)ccc21)c1ccc(cc1)OCCN1CCCCC1)c1ccc(O)cc1,1,1,1,,,,,,
1040,OC1=C(N=C2C=CC=CC2=C1Br)C1C(=O)C2=C(C=CC=C2)C1=O,0,1,1,0,0,1,0,1,1
1041,CN1C(N)=NC2=C1C=CC1=NC=C(C)N=C21,,,,1,0,0,,,
1042,CCCC(Cl)=O,0,0,0,0,0,0,0,0,0
1043,CCCCCCCCCCCC[N+](C)(C)CC(O)=O,0,0,0,0,,0,0,0,1
1044,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,0,0,0,0,0,0,0,0,0
1045,CCCCC(CC)COCCCN,0,0,0,0,0,0,0,0,0
1046,CC1=CC=C(C=C1N=C=O)N=C=O,,,,,,,0,0,0
1047,OS(=O)(=O)CCCN1CCOCC1,0,0,0,0,0,0,0,0,0
1048,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,,,,,,,1,0,1
1049,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,,,,0,0,1,0,1,1
1050,OCC(CC1=CC(O)=CC=C1)C(CO)CC1=CC=CC(O)=C1,0,1,1,0,1,1,0,1,1
1051,CN1CC(=O)N=C1NC(=O)NC1=CC(Cl)=CC=C1,0,0,0,0,0,0,0,0,0
1052,OCCC1=CC=NC=C1,0,0,0,0,0,0,0,0,0
1053,CCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,0,0,0,0,0,0,0,0,1
1054,CC1CCCC(O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1,1,1,1,1,1,1,,,
1055,CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S(O)(=O)=O)C1=CC(Cl)=C(C=C1Cl)S(O)(=O)=O,0,0,,0,0,,0,0,
1056,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,1,1,1,1,1,1,0,1,0
1057,OC(=O)CCCCCCCCCCCC(O)=O,,,,,,,0,0,0
1058,OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1,0,0,0,0,0,0,0,0,0
1059,CC(C)CCCCCOC(=O)C=C,,,,,,,0,0,0
1060,CC1(C)SC2C(C(=O)N2C1C(O)=O)N1C(=O)C(NC1(C)C)c1ccccc1,0,0,0,0,0,0,0,0,0
1061,COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,,,,1,1,1,,,
1062,CC1=NC2=C(S1)C=CC=C2,0,0,0,0,0,0,0,0,0
1063,OC(=O)C1=C(CSc2[n][n][n][n]2CS(O)(=O)=O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,0,0,,0,0,,0,0,
1064,NC1=NC(CC(O)=O)=CS1,0,0,0,0,0,0,0,0,0
1065,NC1CONC1=O,0,0,0,0,0,0,0,0,0
1066,O=CNC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1067,O=C1N([Se]C2=C1C=CC=C2)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1068,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,,,,,,,0,0,1
1069,CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1C2=CC1=CC=C(Cl)C=C1,0,0,,0,0,,0,0,
1070,CC(=O)CC(=O)NC1=CC=CC=C1,,,,,,,0,0,0
1071,CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
1072,CCC(O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
1073,C=CCNCC=C,0,0,0,0,0,0,0,0,0
1074,CCOCC(O)COC1=CC=C(NC(=O)CCS(C)C)C=C1,0,0,0,0,0,0,0,0,0
1075,CC1=CC(C)=C(C=C1N=NC1=CC(=C2C=CC=CC2=C1O)S(O)(=O)=O)S(O)(=O)=O,0,0,0,0,0,1,0,0,0
1076,CC(C)CCCCCCN,0,0,0,0,0,0,0,0,0
1077,NCCC1=CC=C(O)C=C1,,,,,,,0,1,0
1078,NC1CCC(CC2CCC(N)CC2)CC1,0,0,0,0,0,0,0,0,0
1079,OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,,,,,,,1,0,0
1080,CCCC[N+](CCCC)(CCCC)CCCC,0,0,0,0,0,0,0,0,0
1081,OC(=O)C1CSCN1,0,0,0,0,0,0,0,0,0
1082,OC(=O)C1=C(CSc2[n][n]c[s]2)CSC2C(NC(=O)C[n]3c[n][n][n]3)C(=O)N12,0,0,0,0,0,0,0,0,
1083,CC(CCOC=O)CCC=C(C)C,0,0,0,0,0,0,0,0,0
1084,CCC(=O)C1CC(CC=C1C)C(C)C,0,0,0,0,0,1,0,0,0
1085,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CC2CCCNC2C1)C1CC1,0,0,0,0,0,0,0,0,0
1086,CC(C)CC(NC(=O)Cc1cc(OCC)c(cc1)C(O)=O)c1ccccc1N1CCCCC1,0,0,0,0,0,0,0,0,1
1087,[H]C12CCC(C)(C(C1)OC(=O)CC)C2(C)C,0,0,0,0,0,1,0,0,0
1088,NCCNCCNCCNCCN,0,0,0,0,0,0,0,0,0
1089,FC1=C(Br)C=C(C=O)C=C1,0,0,0,0,0,0,0,0,0
1090,CC(CS)C(=O)N1CCCC1C(O)=O,0,0,0,0,0,0,0,0,0
1091,ClCC(Cl)=C,0,0,0,0,0,0,0,0,0
1092,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,1,0,1,1,0,1,0
1093,CCCNC1CCC2=C(C1)SC(N)=N2,0,0,0,0,0,0,0,0,0
1094,CCCCCCCCC=CCCCCCCCC(N)=O,0,0,0,0,0,0,0,0,1
1095,ClC1=CC(Cl)=C(Cl)N=C1Cl,0,0,0,0,0,0,0,0,0
1096,C(C1CO1)N(CC1CO1)C1=CC=C(CC2=CC=C(C=C2)N(CC2CO2)CC2CO2)C=C1,,,,0,0,0,,,
1097,OCP(CO)(CO)CO,0,0,0,0,0,0,0,0,0
1098,COCCCN,0,0,0,0,0,0,0,0,0
1099,CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(=O)NC(CC(C)C)C(O)CC(O)=O,0,0,,0,0,,0,0,
1100,ClC(Cl)C(Cl)=O,0,0,0,0,0,0,0,0,0
1101,CC(=C)C(=O)OCC=C,0,0,0,0,0,0,0,0,0
1102,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,,,,,,0,0,0
1103,NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,0,0,0,0,0,1,0,0,0
1104,CC(C)(CC1=CNC2=C1C=CC=C2)NCC(O)COC1=C(C=CC=C1)C#N,0,0,0,0,0,0,0,0,1
1105,CC(C)(C)C(O)C(=CC1=C(Cl)C=C(Cl)C=C1)N1C=NC=N1,,,,0,0,0,1,0,1
1106,[H]C12CCN(CC1)CC2OC(=O)N1CCC2=CC=CC=C2C1C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
1107,CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1,,,,1,0,1,,,
1108,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(OC(=O)CCC)C(=O)CCl,0,1,1,0,1,1,0,0,0
1109,CCCCCCCCC(O)=O,0,0,0,0,0,0,0,0,0
1110,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(CC1)c1[n][s]c2ccccc21,0,0,0,0,0,0,0,0,1
1111,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,0,0,0,0,0,0,0,0,1
1112,NC(=O)CCCCC1CCSS1,,,,1,0,0,0,0,0
1113,OC(=O)C1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1,,,,,,,0,1,
